polygon_id,area_ha,road_distance_m,village_distance_m,waterway_distance_m,protected_area,vulnerability_score,disturbance_score,risk_score,risk_class,reforestation_suitability,reforestation_priority
344,0.127740439579092,82.11780133158398,1260.0185824180176,2113.906124735659,True,0.9073372498718584,0.0005108569500838,0.5539240534109711,High,Moderately Suitable,High
345,0.1080867251300235,116.88247513996758,3101.991024226228,2732.0095299863187,True,0.8312226801502696,2.3001809494680283e-06,0.5156124901656095,Moderate,Moderately Suitable,Medium
346,0.1080870028261257,14.68896434323015,3115.090465651864,2665.189098679143,True,0.8372462455206691,2.307366575009719e-06,0.5186242764436221,High,Moderately Suitable,High
347,0.137567323790071,45.80451534400012,1032.5584481287476,1927.67793824924,True,0.9209151683702812,0.0007651360329484,0.5608401522016149,High,Moderately Suitable,High
348,0.933491911882386,158.85587756514528,1124.3695093159583,1916.787803005741,True,0.912877371744393,0.0213603694705643,0.5671188706074787,High,Moderately Suitable,High
349,0.1670461486529909,285.3029130349667,1151.4867513023655,1817.66717340618,True,0.9084370118457332,0.0015279259864208,0.554982468916077,High,Moderately Suitable,High
350,0.2260039743454031,246.95284871675543,1071.5756452572557,1773.9492168776585,True,0.9138887596628664,0.0030535104466519,0.5584711350547592,High,Moderately Suitable,High
351,0.294783150945026,408.5960729194504,3602.584382303338,2921.184229115625,True,0.7966957156731271,0.0048332308107524,0.5007644732419398,Moderate,Moderately Suitable,Medium
352,0.1080747367607067,55.7483730132488,1023.6795968144884,959.6720333759916,True,0.9442226742073876,1.989971580000365e-06,0.5721123320894838,High,Suitable,High
353,0.2554858331330365,43.27602062640237,437.5488864353684,1677.5810976189707,True,0.9463153212132808,0.0038163789055362,0.5750658500594086,High,Moderately Suitable,High
354,0.3242710087067985,79.56086563378477,539.5658001906872,1710.3387444265188,True,0.9405132971139332,0.0055962544982535,0.5730547758060934,High,Moderately Suitable,High
